composite_error,center_error,pva_magnitude,circular_std,cwce,angular_Zscore,nmse,error_message,sigma_exc,sigma_inh,g_exc,g_inh
0.06364311563668094,0.0013346475443670404,0.9604013544950403,0.2842674581412017,0.001389676851478414,0.004695041610088526,0.12457440851843944,,0.16250000000000003,0.25,0.75 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.25,0.875 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.25,0.875 mV,-0.65 mV
0.1925477385053503,0.0024457739833392152,0.9860551357605111,0.16758876561548353,0.002480362273707189,0.014593901771141456,0.3777696989380197,,0.16250000000000003,0.25,0.875 mV,-0.475 mV
0.032408138936039985,0.003332327800132432,0.9343359793652135,0.36856254228233426,0.0035665197938018105,0.009041417447082102,0.05905979901696604,,0.16250000000000003,0.25,0.875 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.25,1. mV,-0.825 mV
0.35514467590097476,0.005238815313870399,0.9967276278950353,0.0809657704356241,0.005256014897845237,0.06470407538498979,0.6812541127092465,,0.16250000000000003,0.25,1. mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.25,1. mV,-1. mV
0.09820407052451148,0.002033712458314857,0.970840512841896,0.24328199399597641,0.00209479560284697,0.008359486145729685,0.1918074692290229,,0.16250000000000003,0.25,1. mV,-0.475 mV
0.0417761458028813,0.002122973342951151,0.9073291529947709,0.44102149767991267,0.0023398050338688235,0.0048137638507861945,0.08022290304512682,,0.16250000000000003,0.25,1. mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.5 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.5 mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.5 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.5 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.625 mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.5 mV,-300. uV
0.267135085141442,0.0008999267286308352,0.992753922203698,0.12060222268474105,0.0009064952547034425,0.007461941484969801,0.530741496536074,,0.16250000000000003,0.3,0.625 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.625 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.625 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.25,0.625 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.75 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.75 mV,-1. mV
0.44931888254562213,7.774605408521603e-17,0.9996084385013069,0.027986717385107607,7.777650759332731e-17,2.7779625961630833e-15,0.8986377650912432,,0.16250000000000003,0.3,0.75 mV,-0.475 mV
0.1476227904874146,0.0007387398327529882,0.9806308151153885,0.19778379764574128,0.0007533312372329947,0.003735087714698327,0.2932995471466101,,0.16250000000000003,0.3,0.75 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.75 mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.875 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.875 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.875 mV,-0.65 mV
0.3186809162084045,0.00448667157691346,0.9952784527264908,0.09729048196966453,0.004507956059475615,0.046116243707297264,0.6162105612982047,,0.16250000000000003,0.3,0.875 mV,-0.475 mV
0.07151976179891102,0.0025148045981195095,0.9630327511566189,0.27447348822801826,0.0026113385749194926,0.009162285998385174,0.13780780605351628,,0.16250000000000003,0.3,0.875 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,1. mV,-1. mV
0.38672626775793034,2.1097198797854833e-16,0.998356085651199,0.05736300274957558,2.1131937682109042e-16,3.67784073123873e-15,0.7734525355158591,,0.16250000000000003,0.3,1. mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.1,0.5 mV,-1. mV
0.04145699583185245,0.002101285043486656,0.9440512706156484,0.3393369759575038,0.0022258166337281336,0.006192325600702609,0.07910157144318698,,0.16250000000000003,0.3,1. mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,1. mV,-0.825 mV
0.23033682424154636,0.005667250943566888,0.9891505432488389,0.14770735385050635,0.005729411892813436,0.038368102845459384,0.4418887602092209,,0.16250000000000003,0.3,1. mV,-0.475 mV
0.01271511886985569,0.0006166175720007877,0.9079951943912153,0.43935448535837895,0.0006790978289518743,0.001403462562804648,0.024461394017218398,,0.2,0.1,0.5 mV,-0.65 mV
0.09315031033879473,0.008118321534020092,0.8515671622083165,0.5668807547898856,0.009533389495237762,0.014321039240482149,0.17485217128425395,,0.2,0.1,0.5 mV,-300. uV
0.08188825171542077,0.0014727862890056254,0.966530976120166,0.26092880528216433,0.0015237859004579477,0.005644399005364614,0.16060447228842092,,0.2,0.1,0.5 mV,-0.825 mV
0.04741749175650309,0.002108649446045087,0.8801569499543217,0.5052821465880648,0.0023957652350491227,0.004173211858530556,0.09172823962856448,,0.2,0.1,0.5 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.16250000000000003,0.3,0.625 mV,-0.475 mV
0.21235518661810146,0.00045004851100854075,0.7872619717243705,0.6916562721425652,0.0005716629552246152,0.0006506823246385252,0.42410710253321277,,0.2,0.1,0.625 mV,-300. uV
0.041541097399460214,0.00035153898716452003,0.8775593787851919,0.5110981244438054,0.0004005871188400782,0.0006878111469242366,0.08256671806884669,,0.2,0.1,0.625 mV,-0.825 mV
0.14664258392342122,0.0010135071316558788,0.8185621758417443,0.632781020077594,0.0012381553279469763,0.0016016711935064026,0.2919016061726717,,0.2,0.1,0.625 mV,-0.475 mV
0.08375828187883348,0.0008900899061995747,0.8473303068295069,0.5756121539784095,0.001050463896453113,0.0015463361919091114,0.16626775094303145,,0.2,0.1,0.625 mV,-0.65 mV
0.08564910652177178,0.002457248489783886,0.8443091745911596,0.5817843569838399,0.0029103656985251924,0.0042236413892650275,0.16786253706872242,,0.2,0.1,0.75 mV,-1. mV
0.15510109328258717,0.005732556613723528,0.811778069086299,0.6457991604082659,0.007061728767270775,0.00887668638358012,0.30241447475137984,,0.2,0.1,0.75 mV,-0.825 mV
0.21898236949799665,6.874027622387526e-05,0.7820833426835818,0.701133304026562,8.789379800504007e-05,9.804166458661201e-05,0.43787278605135566,,0.2,0.1,0.75 mV,-0.65 mV
0.3021362997056725,0.004294535450762886,0.7528365118547092,0.7535345741277931,0.005704472785383402,0.0056991883295252335,0.5985702404083049,,0.2,0.1,0.75 mV,-0.475 mV
0.38036502247122145,0.0014654136195323272,0.7227088291484609,0.8059142014360446,0.0020276680457637208,0.0018183246019503464,0.7587861142742045,,0.2,0.1,0.75 mV,-300. uV
0.22642470569332124,0.001249069710060045,0.7775353622610031,0.7094027644351982,0.0016064474422917408,0.0017607342016132555,0.45118124924062214,,0.2,0.1,0.875 mV,-1. mV
0.45057700570028447,0.0035834259858232883,0.6823280326012416,0.8743508859730529,0.0052517641985842765,0.00409838434810453,0.8963635991421766,,0.2,0.1,0.875 mV,-0.475 mV
0.2947906022694736,0.004055502627390347,0.7460306943358589,0.7654913729079021,0.005436106857023651,0.005297907685078866,0.5842003773507015,,0.2,0.1,0.875 mV,-0.825 mV
0.5552563803521554,0.0038524756163566707,0.6398417256666109,0.9450231967841468,0.006020982067296717,0.0040765937063411755,1.1052695339813963,,0.2,0.1,1. mV,-0.65 mV
0.6213745331865382,0.003338687243876905,0.6043235645793457,1.003638884252257,0.005524668214707461,0.003326582196308918,1.2381036325657284,,0.2,0.1,1. mV,-0.475 mV
0.36862457494723067,0.002638227998890684,0.7161352056237146,0.8171735203916944,0.0036839802614551382,0.0032284795493937525,0.7337473699178307,,0.2,0.1,0.875 mV,-0.65 mV
0.5429127482457744,0.003566573003531371,0.6517940017730672,0.9252315384120656,0.005471932756530343,0.003854789699076324,1.081000420958,,0.2,0.1,0.875 mV,-300. uV
0.4785273866935785,0.0004843879527628463,0.6742139685856907,0.887927635348888,0.0007184483979091541,0.0005455263846726865,0.9564054937945425,,0.2,0.1,1. mV,-0.825 mV
0.3628538977484083,0.0004749222831240363,0.7062282007427514,0.8340465802856363,0.0006724770773806288,0.0005694193757876082,0.7250765415000732,,0.2,0.1,1. mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.15,0.5 mV,-1. mV
0.721393820766798,0.0011133114361479564,0.5702792342117561,1.0598387952802268,0.001952221560661537,0.0010504535605847408,1.4411961271729652,,0.2,0.1,1. mV,-300. uV
0.0130815237683902,0.0010848714256876584,0.9125954143446772,0.42769761366818854,0.0011887758767437282,0.0025365384117604895,0.024435166646029967,,0.2,0.1,0.625 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.15,0.5 mV,-0.65 mV
0.03677815835154714,2.4735449755153657e-16,0.9509192245887215,0.3172574565521622,2.601214578002715e-16,7.796648823945531e-16,0.0735563167030938,,0.2,0.15,0.5 mV,-0.475 mV
0.03509592856997067,0.0024617692894673623,0.8942841731546729,0.4727191049072046,0.002752781873859421,0.005207678860262292,0.06645711647152078,,0.2,0.15,0.5 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.15,0.625 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.15,0.625 mV,-0.825 mV
0.03628053848240869,0.0009719529507296645,0.9485699037531431,0.32496086692164516,0.0010246508313593915,0.0029909846066604154,0.07074989262333758,,0.2,0.15,0.625 mV,-0.65 mV
0.12030538578432737,0.002779063843808371,0.8358734551961998,0.5987955156377498,0.003324742272032833,0.00464108994010838,0.2367594902293917,,0.2,0.15,0.625 mV,-300. uV
0.04139938545307361,0.004595950350175453,0.8813411478612739,0.5026141435746874,0.005214723389667082,0.00914409275769317,0.07601229976926971,,0.2,0.15,0.75 mV,-0.65 mV
0.036941698827013196,0.0006958752673353158,0.8861479000800846,0.4916734707314944,0.0007852811696779004,0.0014153199404881803,0.07284610097602438,,0.2,0.15,0.625 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.15,0.75 mV,-1. mV
0.032911186278670464,0.002248494818673818,0.9455018030595896,0.3347819389348019,0.0023780967816421396,0.00671629666112815,0.061708995823904385,,0.2,0.15,0.75 mV,-0.825 mV
0.027697633194744654,0.003340055232676016,0.9409801251042889,0.3488072534494664,0.003549549143570217,0.009575647294157854,0.049435277985684034,,0.2,0.15,0.875 mV,-1. mV
0.2708217020727402,0.0009075041770244728,0.771270270909557,0.7207168763852557,0.001176635739100767,0.0012591687620470966,0.540433755197201,,0.2,0.15,0.75 mV,-300. uV
0.13920912588320017,0.00045235434729627445,0.8189462637029223,0.6320392347871533,0.0005523614452153532,0.0007157061182263631,0.2778005524519806,,0.2,0.15,0.875 mV,-0.65 mV
0.05132012412206967,0.0018788977025690962,0.8747714855489758,0.517286332070764,0.002147872572585331,0.0036322198869002125,0.09989863674582805,,0.2,0.15,0.875 mV,-0.825 mV
0.13396051366206202,0.002813567870812637,0.8248769793546692,0.6205175381519151,0.003410893875235618,0.004534227798286371,0.26406079987966813,,0.2,0.15,0.75 mV,-0.475 mV
0.05803121698209459,0.0022794898624272676,0.8671445104600182,0.5339468622017929,0.002628731207593866,0.004269132424577836,0.11277754226980173,,0.2,0.15,1. mV,-1. mV
0.4044423990551145,0.002766493614165032,0.7034442804281769,0.8387688534037735,0.003932782811388099,0.0032982789035840296,0.8052058168619625,,0.2,0.15,0.875 mV,-300. uV
0.28676365441299745,0.0025838392508952886,0.7604569417390499,0.7400483417902842,0.003397745585711906,0.003491446578536487,0.5700920828431532,,0.2,0.15,0.875 mV,-0.475 mV
0.15573280231764705,0.004796175362944125,0.8104040659614443,0.6484169900502034,0.005918251777366809,0.007396745360686467,0.3049559554245994,,0.2,0.15,1. mV,-0.825 mV
0.4205215028878674,0.00031431437717210225,0.6914546004537754,0.8590201037096717,0.0004545697901498258,0.000365898744179255,0.8406239044039732,,0.2,0.15,1. mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.15,0.5 mV,-0.825 mV
0.5805625048735951,0.006211128985482766,0.6283809132970919,0.9639592632895774,0.009884337278880457,0.006443352143623644,1.1526170665224125,,0.2,0.15,1. mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.5 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.5 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.5 mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.625 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.5 mV,-0.475 mV
0.028672877897402107,0.002494086636505311,0.9409884876228096,0.3487817742920335,0.00265049641181167,0.007150851392874167,0.05289511739056754,,0.2,0.2,0.5 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.625 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.625 mV,-0.65 mV
0.04871562860438532,0.0036989701479308466,0.8893949590126637,0.48417735909425413,0.0041589735458444875,0.0076397007800002754,0.09187999276926384,,0.2,0.2,0.625 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.75 mV,-1. mV
0.07419806310536185,0.00633161895555886,0.9631602127591643,0.27399088397109084,0.006573796141020729,0.023108867214089203,0.1352083016404756,,0.2,0.2,0.625 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.75 mV,-0.825 mV
0.23120834959863848,0.005473909682753059,0.9889102959257814,0.14934284820434376,0.005535294404307564,0.036653309807398234,0.4444341986317331,,0.2,0.2,0.75 mV,-0.65 mV
0.025788046754794215,0.0015570349983606065,0.9100996553163265,0.43405336801536226,0.0017108400955398906,0.003587197135411927,0.04911471059809973,,0.2,0.2,0.75 mV,-0.475 mV
0.136230014215602,0.0010604712852981515,0.8317429407350165,0.6070120910498664,0.0012749988254917054,0.0017470348629530564,0.27099621519072775,,0.2,0.2,0.75 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.875 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,0.875 mV,-1. mV
0.08998234796614112,0.0029659732420580444,0.8555556940657074,0.5585768969323773,0.003466721369471759,0.005309874537143831,0.17576071329574164,,0.2,0.2,0.875 mV,-0.475 mV
0.022305417219431474,0.0030541954964561783,0.9310312520797904,0.3780540258633959,0.0032804435477639528,0.0080787276090528,0.03941107726658346,,0.2,0.2,0.875 mV,-0.65 mV
0.3002117319095982,0.005360641048440277,0.7519801567559025,0.7550434813636995,0.007128700044798356,0.00709977793432282,0.5933063326185882,,0.2,0.15,1. mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.2,1. mV,-1. mV
0.03994171656388544,0.00014611397282715327,0.951671416931328,0.3147552812685747,0.00015353405460359246,0.00046421452322662377,0.07960562688571808,,0.2,0.2,1. mV,-0.825 mV
0.05953704249486378,0.002451090374989905,0.8783125148138436,0.5094169174054747,0.0027906813414842373,0.00481156061222627,0.1154750519399465,,0.2,0.2,1. mV,-0.65 mV
0.22005149457471765,0.0021262279189314956,0.7951089401967023,0.6771648683222307,0.0026741340522018864,0.003139896971027925,0.437242549929703,,0.2,0.2,1. mV,-0.475 mV
0.14481766980910743,0.008251035579954557,0.9784916754718492,0.20853292018505296,0.008432402341748805,0.03956706486742024,0.2687490722661975,,0.2,0.25,0.5 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.5 mV,-1. mV
0.4375925045402741,0.005553244632063931,0.7004599572520336,0.8438223316048208,0.007927997161422088,0.0065810590974791,0.8677957871447033,,0.2,0.2,1. mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.5 mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.5 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.5 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.625 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.625 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.625 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.625 mV,-0.65 mV
0.029150248663558614,0.0035089556483788855,0.9383014993876306,0.35688637700719533,0.0037396888028763337,0.009832136709180525,0.05212382936171922,,0.2,0.25,0.625 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.75 mV,-0.825 mV
0.10909500180993155,0.003158365388818897,0.973297969782184,0.2326585274137874,0.0032450138132678677,0.01357511123244448,0.2108129508389246,,0.2,0.25,0.75 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.75 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.75 mV,-0.65 mV
0.2725305260690862,0.004871737079763899,0.7671216405386354,0.7281619113010483,0.006350670817781251,0.006690458542467964,0.5385744662305164,,0.2,0.2,0.875 mV,-300. uV
0.052106227325164324,0.0036155218299813094,0.8927188555993415,0.4764106796229894,0.004050011677028881,0.007589086442903579,0.09874681306694989,,0.2,0.25,0.75 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.875 mV,-0.825 mV
0.03160818772836789,0.005510223531120698,0.9357004512645302,0.3645816060593441,0.005888875510090095,0.01511382757533791,0.05363751912054656,,0.2,0.25,0.875 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,1. mV,-1. mV
0.13344048566878122,0.0022437179734504744,0.8395661388249297,0.5913882143999017,0.0026724731298311847,0.0037939849304018313,0.263759893487503,,0.2,0.25,0.875 mV,-300. uV
0.09318345442926673,0.00399005825743205,0.969154414701708,0.2503250477734243,0.004117051066098298,0.015939508622579212,0.1775208747698428,,0.2,0.25,1. mV,-0.65 mV
0.27758402245545744,0.0006504391060980344,0.9933642612837097,0.1153936137590213,0.0006547840755914058,0.005636699336380598,0.5525204947310078,,0.2,0.25,0.875 mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.5 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,1. mV,-0.825 mV
0.2715026332508462,0.0020222394998601935,0.7800605233093283,0.7048173600343863,0.002592413554472556,0.0028691681200382654,0.5403021511209937,,0.2,0.25,1. mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.5 mV,-0.65 mV
0.04965645671589936,0.00022713083156386527,0.8943345782644628,0.47259986039503676,0.0002539662834741002,0.00048059860063016344,0.0989682942214622,,0.2,0.25,1. mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.5 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.5 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.25,0.875 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.625 mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.625 mV,-1. mV
0.2936752148762824,0.002185195452423652,0.9942829736644054,0.10708334162969392,0.0021977600827182697,0.020406492916333337,0.5778691765364005,,0.2,0.3,0.5 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.75 mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.75 mV,-0.825 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.625 mV,-0.825 mV
0.09674494563906634,0.0013831677122817653,0.97108078459806,0.2422626943355607,0.0014243590440425424,0.0057093714576043,0.19035152726866544,,0.2,0.3,0.625 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.75 mV,-0.65 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.625 mV,-0.475 mV
0.03576631053206622,0.0062046032775224715,0.937837845504714,0.3582686334401367,0.0066158592779168145,0.01731829889193803,0.06063578594060713,,0.2,0.3,0.75 mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,1. mV,-1. mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.875 mV,-0.825 mV
0.1338756535200866,0.0029754467146158215,0.8548211135705931,0.5601125674923538,0.003480782859210781,0.005312229875392752,0.2635379453744896,,0.2,0.3,1. mV,-300. uV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,1. mV,-0.825 mV
0.41837270558556666,1.555530406109377e-16,0.9992168770026136,0.0395833245331731,1.5567495168897281e-16,3.929761899624558e-15,0.8367454111711317,,0.2,0.3,0.875 mV,-0.65 mV
0.2744781599147428,0.0018051083636739455,0.9929282760290115,0.11913720705522636,0.0018179644885463597,0.01515150815007089,0.5418049378763294,,0.2,0.3,0.75 mV,-0.475 mV
0.049593933049828995,0.0029104634246468835,0.8982582684137698,0.4632442916499858,0.0032401186769872663,0.006282783138633788,0.09473068163801211,,0.2,0.3,0.875 mV,-300. uV
0.13471142151370147,0.0005124595138832481,0.9784041949001034,0.20896122552911353,0.0005237707598932191,0.0024524143777662215,0.2681276148203605,,0.2,0.3,0.875 mV,-0.475 mV
,0.0,0.0,6.069708517540586,0.0,0.0,,,0.2,0.3,0.875 mV,-1. mV
0.04982727760931407,0.0015195838188350067,0.9541111088525918,0.3065130911790134,0.001592669646971989,0.004957647365043607,0.0967158944844275,,0.2,0.3,1. mV,-0.475 mV
0.2661372798260247,0.00036358819052002877,0.9927100126592027,0.1209684179840238,0.00036625820453194775,0.0030056455774105234,0.530852546498366,,0.2,0.3,1. mV,-0.65 mV
